bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,lat,long,view,waterfront
4,1.75,2530,5000,1.5,5,8,47.6624,-122.348,2,0
3,2.5,2180,4533,2.0,3,7,47.754,-122.215,0,0
3,1.75,1730,9211,1.0,3,8,47.7149,-122.322,0,0
3,1.5,1270,7128,1.0,4,6,47.422,-122.321,0,0
3,1.0,890,5200,1.0,3,7,47.559,-122.277,0,0
3,1.0,1060,8625,2.0,4,7,47.6615,-122.179,0,0
3,1.75,1560,9514,1.0,4,7,47.4088,-122.21,0,0
3,2.5,1530,8500,1.0,5,7,47.3592,-122.046,0,0
4,1.75,1920,9350,1.0,4,7,47.292,-122.195,0,0
2,2.5,1230,987,2.0,3,7,47.6007,-122.305,0,0
4,1.0,1320,11212,1.0,5,6,47.3098,-122.209,0,0
3,2.5,1560,9600,1.0,3,7,47.457,-122.27,0,0
3,1.75,1880,10032,1.0,4,8,47.5527,-122.16,0,0
3,1.0,990,12696,1.5,3,7,47.4776,-122.279,0,0
5,2.75,3330,12408,1.0,3,10,47.6318,-122.058,0,0
4,1.0,1500,6360,1.5,3,6,47.4979,-122.24,0,0
3,1.5,1540,20281,1.0,3,7,47.5817,-122.007,0,0
2,2.5,1340,999,2.0,3,8,47.5655,-122.386,0,0
4,2.25,2400,17842,2.0,4,7,47.2866,-122.217,0,0
3,2.25,1840,9929,1.0,3,7,47.7408,-122.236,0,0
3,1.0,960,7200,1.0,4,6,47.4583,-122.353,0,0
3,1.5,1550,8000,1.0,3,6,47.5536,-122.286,0,0
4,2.0,1820,7626,1.0,5,7,47.6878,-122.342,0,0
3,2.25,1460,968,2.0,3,7,47.6601,-122.4,0,0
5,2.25,2290,39000,2.0,3,8,47.7012,-122.12,0,0
3,1.0,980,6800,1.0,3,6,47.4411,-122.186,0,0
3,2.0,1670,11337,1.0,4,7,47.6602,-122.188,1,0
4,2.5,2570,7173,2.0,3,8,47.7073,-122.11,0,0
6,3.5,2820,5400,1.0,3,8,47.6791,-122.374,0,0
5,3.5,2700,11675,1.5,4,6,47.7172,-122.349,2,0
3,1.0,1020,10200,1.0,4,7,47.7503,-122.348,0,0
3,1.0,1050,7560,1.0,3,7,47.525,-122.371,0,0
5,2.5,2000,3600,1.0,3,6,47.5971,-122.295,0,0
3,3.0,3110,9015,1.0,4,10,47.6624,-122.202,4,0
4,2.0,3140,10875,1.0,3,7,47.6656,-122.406,1,0
3,2.0,1470,8000,1.0,4,8,47.3191,-122.385,0,0
4,2.75,2090,14141,1.5,4,8,47.4333,-122.347,0,0
3,1.5,1390,1882,2.0,3,7,47.5667,-122.297,0,0
4,2.25,2270,12000,1.0,4,7,47.3287,-122.353,0,0
4,2.0,3060,8000,2.0,4,8,47.5795,-122.29,0,0
2,1.5,1510,2001,2.0,4,8,47.6211,-122.153,0,0
5,3.25,3730,10626,1.0,4,10,47.624,-122.221,4,0
3,1.5,2000,7294,1.0,3,7,47.5297,-122.267,0,0
2,1.5,1840,9000,1.0,3,8,47.5281,-122.388,2,0
2,3.25,2700,3444,3.0,3,9,47.5684,-122.06,3,1
3,2.5,2080,4828,2.0,3,8,47.3737,-122.132,0,0
2,1.0,910,9753,1.0,3,5,47.3897,-122.236,0,0
3,2.0,2150,5400,1.5,4,7,47.555,-122.379,0,0
4,3.5,2540,5808,2.0,5,8,47.6857,-122.376,0,0
2,1.0,1000,7228,1.0,4,7,47.7294,-122.352,0,0
2,1.0,940,15450,1.0,4,6,47.4408,-122.461,0,0
4,3.0,2660,4600,1.5,3,8,47.6258,-122.305,0,0
5,2.25,3060,13630,2.0,3,10,47.5585,-122.117,0,0
4,3.25,3030,9273,2.0,5,8,47.5747,-122.014,0,0
3,1.0,1830,6453,1.0,4,7,47.7139,-122.288,0,0
4,2.5,3140,12792,2.0,4,9,47.3863,-122.156,0,0
3,1.75,1670,12075,1.0,3,7,47.7681,-122.307,0,0
3,1.75,1500,13891,1.0,4,7,47.5866,-122.175,0,0
5,3.0,3450,9914,2.0,3,9,47.2813,-122.345,0,0
2,1.0,990,9223,1.0,3,7,47.72,-122.32,0,0
3,1.75,1720,7202,1.0,3,7,47.5044,-122.19,0,0
4,1.75,1490,4485,1.0,3,8,47.6388,-122.399,0,0
3,2.5,1870,5333,2.0,3,8,47.7447,-121.984,0,0
4,2.25,2700,8580,2.0,3,8,47.2087,-122.009,0,0
2,2.0,920,1201,2.0,3,8,47.5926,-122.295,0,0
1,1.0,1180,22000,1.0,3,6,47.4007,-122.323,2,0
3,1.0,1580,8308,1.5,3,7,47.5075,-122.379,0,0
4,2.5,2940,9172,2.0,3,9,47.3444,-122.269,0,0
3,1.0,1410,8250,1.0,3,7,47.7621,-122.36,0,0
4,2.0,2280,10319,1.0,4,8,47.3594,-122.322,3,0
3,2.25,2120,54014,2.0,4,9,47.6482,-122.159,0,0
2,1.0,2080,14659,1.0,3,7,47.4858,-122.231,0,0
2,1.0,670,4640,1.0,3,6,47.53,-122.351,0,0
6,4.5,3900,9100,2.0,3,8,47.6612,-122.137,0,0
5,3.5,3370,16846,2.0,3,9,47.5584,-122.089,1,0
2,1.0,870,2676,1.0,3,7,47.5702,-122.287,0,0
4,3.5,2550,8698,2.0,3,7,47.5216,-121.869,0,0
5,3.0,2680,8410,2.0,3,8,47.4401,-122.126,0,0
5,2.5,3490,18850,1.0,4,9,47.5955,-122.176,4,0
2,1.75,1390,6670,1.0,3,6,47.6914,-122.308,0,0
3,2.25,1940,5980,1.0,3,7,47.5476,-122.075,0,0
2,1.0,1460,4200,1.0,4,6,47.6774,-122.361,0,0
5,3.5,2880,5000,2.0,3,8,47.3455,-122.023,0,0
3,1.75,1650,10150,1.0,3,8,47.6963,-122.169,0,0
3,1.5,1150,8450,1.0,4,6,47.4927,-122.224,0,0
3,1.75,1900,5520,1.0,3,7,47.5549,-122.292,0,0
3,1.75,1610,10229,1.0,5,8,47.553,-122.174,0,0
4,1.0,1540,7350,1.0,4,6,47.3318,-122.34,0,0
5,3.0,3040,9601,1.0,5,9,47.5562,-122.22,0,0
6,1.0,2330,5000,1.5,4,7,47.6789,-122.397,0,0
3,2.5,2790,16173,2.0,3,10,47.3043,-122.343,0,0
2,1.5,1480,7276,1.0,4,6,47.4942,-122.166,0,0
3,3.0,1730,1902,3.0,3,8,47.6944,-122.377,0,0
4,1.75,1540,7200,1.0,3,7,47.3424,-122.308,0,0
3,2.0,2050,13303,1.0,3,8,47.2681,-122.31,0,0
3,1.5,1480,7000,1.0,3,7,47.2866,-122.368,0,0
4,3.5,3760,57063,2.0,3,9,47.6328,-121.964,0,0
3,1.75,1610,3210,1.0,5,7,47.6656,-122.335,0,0
3,1.0,1180,5350,1.5,4,6,47.505,-122.259,0,0
3,1.0,1380,6250,1.0,4,7,47.5514,-122.385,0,0
5,4.0,4460,269345,2.0,3,9,47.4992,-122.06,4,0
4,2.25,1830,6136,2.0,3,7,47.367,-122.181,0,0
2,2.0,1390,1302,2.0,3,7,47.3089,-122.33,0,0
2,1.0,1420,21158,1.0,3,7,47.4594,-122.359,0,0
2,2.0,1350,4225,1.0,3,8,47.7106,-122.03,0,0
3,2.5,2040,7580,2.0,3,8,47.2618,-122.209,2,0
3,1.75,1530,7930,1.0,5,7,47.3609,-122.05,0,0
4,1.75,1820,8118,1.0,4,7,47.4104,-122.172,0,0
2,1.0,780,9750,1.0,3,6,47.4816,-122.322,0,0
3,1.0,1850,5775,2.0,3,6,47.5446,-122.296,0,0
3,3.25,1530,1786,2.0,3,8,47.6783,-122.366,0,0
4,1.75,2780,11000,1.0,3,9,47.595,-122.203,0,0
3,1.75,2070,9827,1.0,4,7,47.522,-122.05,0,0
4,3.0,3610,18948,2.0,3,10,47.2911,-122.342,0,0
3,2.5,1430,9240,2.0,3,7,47.6258,-122.058,0,0
2,2.0,1360,5433,1.0,3,8,47.3804,-122.32,0,0
6,2.75,3400,5000,2.0,3,8,47.6728,-122.362,2,0
3,2.5,1590,4108,2.0,3,7,47.4832,-122.181,0,0
5,2.75,2410,19447,2.0,3,10,47.5549,-122.211,2,0
3,2.5,1820,11012,2.0,3,8,47.6358,-122.026,0,0
4,2.5,2080,7000,1.0,4,8,47.4252,-122.163,0,0
3,1.75,1670,7210,1.0,5,8,47.6344,-122.116,0,0
4,2.5,2940,156988,2.0,3,9,47.6214,-121.946,2,0
4,2.75,2020,15810,1.0,4,9,47.5921,-122.155,0,0
4,3.5,3500,43560,2.0,3,9,47.5481,-122.103,0,0
3,1.75,1670,5375,1.0,3,7,47.6416,-122.397,0,0
3,2.0,1340,5670,2.0,3,6,47.4498,-122.194,0,0
6,2.0,2570,4240,1.5,4,7,47.6754,-122.307,0,0
3,2.25,1850,7151,2.0,3,7,47.2843,-122.352,0,0
1,1.25,1100,638,3.0,3,9,47.6228,-122.307,0,0
4,2.5,2240,7245,1.0,4,7,47.7161,-122.17,0,0
2,1.0,1120,45302,1.0,4,5,47.5105,-121.77,2,0
2,1.5,1900,4450,1.0,5,7,47.5834,-122.293,0,0
4,2.5,2390,9638,2.0,3,10,47.5598,-122.018,0,0
2,1.0,760,3800,1.0,3,6,47.5019,-122.269,0,0
3,2.5,2630,185130,2.0,3,9,47.7035,-121.894,0,0
3,2.5,1580,5725,2.0,3,7,47.7611,-122.161,0,0
3,2.5,2460,108900,1.0,4,9,47.4824,-122.0,0,0
4,2.75,1860,7500,1.0,5,8,47.5398,-122.173,0,0
3,1.0,1220,6719,1.0,3,6,47.4187,-122.329,0,0
4,1.5,2740,4000,2.0,5,9,47.6343,-122.352,0,0
3,1.0,1000,8018,1.0,3,7,47.7285,-122.198,0,0
4,2.75,2170,9743,2.0,3,7,47.3814,-122.024,0,0
3,1.0,1210,6000,1.0,3,7,47.4984,-122.224,0,0
4,2.25,2000,9000,1.0,4,8,47.3125,-122.387,0,0
3,2.5,2480,53250,2.0,3,9,47.3323,-122.079,0,0
3,2.75,2940,12487,2.0,3,10,47.5879,-121.973,0,0
3,1.75,2840,16851,1.0,3,8,47.7458,-122.287,3,0
4,2.25,2070,14000,1.0,3,7,47.7484,-122.237,0,0
4,2.25,1660,7350,1.0,3,8,47.6263,-122.124,0,0
5,2.25,2710,22120,1.0,3,7,47.7642,-122.195,0,0
2,1.5,1000,5125,1.0,3,7,47.6926,-122.347,0,0
2,1.0,950,3960,1.0,3,7,47.6885,-122.337,0,0
3,3.0,2420,13959,1.0,4,8,47.7486,-122.23,0,0
2,1.0,1030,4188,1.0,3,8,47.3738,-122.057,0,0
3,1.75,1260,1111,2.0,3,8,47.5476,-122.005,0,0
3,2.5,1940,9874,2.0,3,7,47.3794,-122.113,0,0
2,2.25,2160,2578,3.0,3,8,47.6607,-122.354,0,0
5,2.75,2620,8861,1.0,5,8,47.5226,-122.183,0,0
3,1.75,1290,8250,1.0,3,7,47.3353,-122.27,0,0
5,2.0,1220,4200,1.0,4,6,47.6677,-122.321,0,0
4,1.0,1520,80150,1.0,2,5,47.4742,-121.769,0,0
2,1.0,1050,6317,1.5,4,7,47.7364,-121.981,0,0
3,2.25,1620,1075,3.0,3,8,47.5405,-122.026,0,0
4,2.0,2290,11137,1.0,4,8,47.5887,-122.201,0,0
2,1.0,1040,20524,1.0,3,6,47.6981,-121.875,3,0
4,2.75,3180,13348,2.0,3,8,47.7439,-121.977,0,0
4,2.0,1400,4690,1.5,4,7,47.6826,-122.378,0,0
5,1.5,2240,6337,1.0,3,8,47.7046,-122.316,0,0
4,2.25,2500,8500,2.0,4,8,47.5569,-122.151,0,0
3,2.0,2360,5737,2.0,3,8,47.7633,-122.262,0,0
4,4.25,3720,5750,2.0,3,9,47.5632,-122.399,2,0
4,3.25,4386,12275,1.0,3,10,47.3329,-122.2,0,0
3,2.5,2420,43177,2.0,4,8,47.569,-122.058,4,0
3,2.0,1660,3729,1.0,5,7,47.5741,-122.414,0,0
3,1.75,1790,15142,1.0,3,7,47.7362,-122.172,0,0
2,2.5,2380,9374,1.0,3,8,47.7095,-122.019,2,0
3,1.75,1490,12000,1.0,4,7,47.569,-122.175,0,0
3,1.0,860,6380,1.5,4,7,47.6942,-122.315,0,0
3,2.5,1960,3953,2.0,3,8,47.4904,-122.158,0,0
5,1.5,2170,8610,1.0,4,7,47.6111,-122.126,0,0
2,1.0,900,13531,1.0,3,6,47.2616,-122.251,0,0
5,2.25,2060,8632,1.0,3,7,47.4877,-122.335,0,0
3,2.75,2910,3094,2.0,5,7,47.7071,-122.276,2,0
3,1.0,1060,9241,1.0,4,7,47.7465,-122.339,0,0
4,2.0,1780,12161,1.0,5,7,47.7746,-122.323,0,0
3,1.5,1470,17577,1.0,5,7,47.4695,-122.116,0,0
3,2.5,2380,214315,1.5,3,9,47.4525,-121.748,0,0
4,2.5,3190,7399,2.0,3,10,47.3558,-122.004,0,0
3,1.75,1260,3328,1.0,5,6,47.6823,-122.349,0,0
4,2.75,2070,10125,1.0,3,7,47.5697,-122.219,0,0
4,2.5,1820,20011,2.0,3,8,47.5842,-122.045,0,0
4,2.0,1560,7104,1.5,3,7,47.6714,-122.28,0,0
3,2.0,1360,3090,2.0,3,8,47.6838,-122.353,0,0
3,1.75,1400,4000,1.5,4,7,47.6902,-122.388,0,0
3,2.0,1280,6994,1.0,3,7,47.3889,-122.048,0,0
3,2.25,2140,6720,1.0,3,8,47.6949,-122.396,0,0
2,1.0,1250,3825,1.0,3,7,47.6805,-122.38,0,0
3,2.5,1860,3730,2.0,3,8,47.7442,-121.984,0,0
2,1.0,1130,3800,1.0,4,7,47.6862,-122.378,0,0
3,1.75,1340,3900,2.0,5,7,47.6711,-122.379,0,0
6,2.5,2590,10890,1.0,4,7,47.4126,-122.165,0,0
5,3.25,5790,12739,2.0,3,10,47.538,-122.114,3,0
3,2.25,2300,9914,2.0,4,8,47.5677,-122.086,0,0
3,2.25,2120,18255,1.0,3,8,47.6279,-122.037,0,0
3,2.0,1470,6000,1.0,3,8,47.6829,-122.202,0,0
3,2.5,1690,7460,1.0,3,7,47.4964,-122.353,0,0
3,1.75,1830,27468,1.0,3,7,47.7754,-122.233,0,0
3,2.25,2780,6000,1.0,4,9,47.6442,-122.406,3,0
2,2.0,750,6553,1.5,3,7,47.4982,-122.221,2,0
3,3.0,3910,19023,2.0,3,11,47.6953,-121.914,0,0
4,2.25,2190,3850,2.0,3,7,47.4861,-122.161,0,0
3,2.5,1740,10050,2.0,3,7,47.2671,-122.236,0,0
3,2.5,2480,5647,2.0,3,7,47.5355,-121.88,0,0
5,4.75,6390,13180,2.0,3,10,47.6312,-122.291,0,0
3,2.25,2450,42180,1.0,4,7,47.3549,-122.111,0,0
4,2.75,2840,4864,3.0,3,9,47.7103,-122.108,0,0
3,1.5,1180,8545,1.0,3,8,47.624,-122.2,0,0
3,1.75,1330,14560,1.0,3,7,47.6599,-122.135,0,0
3,1.0,1090,9900,1.0,4,7,47.6755,-122.16,0,0
4,2.25,2350,18600,2.0,4,9,47.7473,-122.257,0,0
4,2.25,3180,13653,2.0,3,9,47.6316,-122.05,0,0
3,3.25,1430,1348,2.0,3,8,47.6743,-122.374,0,0
3,2.5,1880,5290,1.0,3,8,47.5401,-122.3,0,0
3,1.0,830,3386,1.0,3,6,47.7027,-122.355,0,0
3,3.5,3470,4171,3.0,3,9,47.711,-122.229,0,0
4,2.75,3090,6200,2.0,3,9,47.5538,-122.189,0,0
4,3.5,4140,7089,2.0,3,10,47.7059,-122.2,0,0
3,3.5,1590,1102,3.0,3,8,47.6824,-122.347,0,0
5,1.5,1890,10880,1.0,3,7,47.7196,-122.197,0,0
4,3.5,4500,44384,1.0,3,12,47.6323,-122.192,0,0
3,1.5,2680,4775,2.0,5,8,47.6333,-122.347,2,0
4,2.5,2890,15067,2.0,3,9,47.5666,-121.907,0,0
4,2.5,2540,12843,2.0,3,9,47.3866,-122.169,0,0
4,2.5,2030,11375,1.0,3,7,47.7765,-122.261,0,0
4,2.25,3680,26266,2.0,4,9,47.3219,-122.085,0,0
3,2.0,1780,8621,1.0,3,8,47.5062,-122.149,0,0
4,2.5,1850,1836,2.0,3,7,47.5529,-121.996,0,0
4,3.5,4270,5800,2.0,5,10,47.6474,-122.411,3,0
4,2.5,2789,3960,2.0,3,7,47.3059,-122.28,0,0
3,2.5,1600,2375,2.0,3,7,47.5531,-121.996,0,0
5,2.5,2400,4548,2.0,3,7,47.371,-122.127,0,0
3,2.5,2660,1967,3.0,3,9,47.6264,-122.363,3,0
2,2.5,2410,102366,1.0,4,7,47.5629,-121.918,0,0
3,3.0,2640,5978,2.0,3,9,47.4759,-121.735,0,0
4,3.5,4730,47870,1.0,3,10,47.6967,-122.216,4,1
3,1.5,1140,10300,1.5,4,6,47.4452,-121.77,0,0
4,3.5,2530,3000,2.0,3,8,47.4919,-122.336,0,0
4,2.5,2110,6360,2.0,3,8,47.5641,-122.012,0,0
3,1.0,880,9035,1.0,4,6,47.476,-122.151,0,0
4,1.0,2140,4217,1.5,3,6,47.5484,-122.287,0,0
4,3.75,3600,16101,1.0,3,9,47.6308,-122.287,0,0
3,1.0,1020,4980,1.0,4,7,47.7039,-122.34,0,0
5,2.0,3540,9970,2.0,3,9,47.7108,-122.277,3,0
3,2.75,2340,12282,1.0,3,8,47.7379,-122.289,2,0
5,2.25,2400,13450,1.0,5,7,47.6007,-122.117,0,0
4,2.25,2610,24931,2.0,3,8,47.5771,-122.05,0,0
4,2.5,2280,7219,2.0,4,8,47.5719,-122.021,0,0
4,2.25,2350,10664,1.0,2,7,47.5743,-122.238,1,0
3,1.0,1610,8500,1.5,3,7,47.3717,-122.297,0,0
2,1.0,880,5750,1.0,3,6,47.5642,-122.379,0,0
4,2.5,2350,8001,2.0,4,8,47.5478,-122.153,0,0
3,3.5,2270,4088,2.0,3,8,47.5356,-122.384,0,0
3,2.5,1610,10292,1.0,4,7,47.5349,-122.174,0,0
2,1.0,910,4600,1.0,3,5,47.6916,-122.362,0,0
4,2.75,2190,14937,2.0,3,8,47.3535,-122.273,0,0
2,2.0,1180,2521,2.0,3,6,47.3487,-122.021,0,0
3,1.75,1580,9049,1.0,3,8,47.7776,-122.375,0,0
2,2.5,1650,2710,2.0,3,8,47.5173,-121.878,2,0
4,2.0,2280,6010,1.0,3,7,47.6034,-122.289,0,0
3,1.5,1500,15000,1.0,3,7,47.3926,-122.208,0,0
4,1.0,1760,8906,1.0,3,7,47.4288,-122.198,0,0
4,2.5,1740,7895,2.0,3,7,47.3401,-122.282,0,0
4,2.0,5461,22880,1.0,4,9,47.3557,-122.29,0,0
3,2.0,1400,7384,1.0,3,7,47.4655,-122.174,0,0
4,1.75,2710,9216,1.0,3,8,47.5523,-122.379,0,0
4,2.5,1830,9601,2.0,3,7,47.3541,-122.015,0,0
3,2.0,1490,7770,1.0,4,7,47.3686,-122.09,0,0
4,2.75,3410,23000,2.0,4,10,47.5559,-122.149,0,0
4,2.75,2080,4000,1.5,3,8,47.6737,-122.358,0,0
5,5.0,5774,31675,1.0,3,11,47.3466,-122.323,2,0
3,1.0,1300,9000,1.0,3,7,47.7352,-122.337,0,0
3,2.0,1380,2500,1.0,3,7,47.6753,-122.363,0,0
3,1.0,1350,92721,1.0,2,6,47.4657,-122.198,0,0
3,2.5,2740,7980,2.0,4,7,47.473,-122.3,0,0
4,1.75,1880,7953,1.0,4,7,47.5838,-122.123,0,0
4,1.75,1500,11600,1.0,4,7,47.7373,-122.241,0,0
3,1.0,1560,8232,1.0,3,7,47.623,-122.205,0,0
5,1.75,2640,13290,1.0,4,8,47.5022,-122.223,4,1
3,2.5,2370,7916,2.0,3,9,47.528,-122.171,0,0
3,1.0,1240,4842,1.0,4,6,47.5166,-122.269,0,0
2,1.75,1180,55321,1.0,3,8,47.3329,-122.091,0,0
3,2.5,2880,13500,1.0,5,8,47.6281,-122.216,4,0
4,2.5,2910,7287,2.0,3,8,47.5354,-121.869,0,0
3,2.5,1330,816,3.0,3,8,47.6836,-122.387,0,0
4,2.75,1910,7210,1.0,4,7,47.3693,-122.169,0,0
2,1.0,1010,3916,1.0,4,6,47.5728,-122.306,2,0
3,1.5,1460,9908,1.0,3,7,47.4275,-122.331,0,0
4,3.0,2820,2850,1.5,5,7,47.6813,-122.367,0,0
3,1.75,1660,7210,1.0,4,7,47.3609,-122.274,0,0
5,2.5,2430,6168,2.0,3,8,47.5237,-122.199,0,0
4,2.5,2250,6840,2.0,3,9,47.4398,-122.151,0,0
4,1.0,1750,12528,1.0,4,7,47.743,-122.097,0,0
3,2.5,1860,5025,2.0,3,8,47.3557,-122.059,0,0
3,1.75,2310,7680,1.0,4,8,47.3743,-122.285,0,0
5,3.0,3290,14134,1.0,3,7,47.6708,-122.14,0,0
3,2.5,2780,5467,2.0,3,9,47.5791,-122.378,2,0
2,2.5,1090,923,2.0,3,7,47.5347,-122.071,0,0
4,2.25,2180,8000,1.0,4,9,47.317,-122.378,0,0
4,2.25,1834,7460,2.0,3,8,47.3568,-122.163,0,0
3,2.5,2680,9750,1.0,4,8,47.7028,-122.231,0,0
5,2.0,2600,3750,1.5,4,6,47.6691,-122.299,0,0
4,1.5,2120,46173,2.0,3,7,47.6503,-121.968,0,0
2,1.0,1110,9920,1.0,5,6,47.5454,-122.192,0,0
4,3.25,3490,7024,2.0,3,10,47.5834,-121.972,0,0
3,2.25,1900,7250,1.0,3,7,47.4869,-122.344,0,0
4,2.5,2520,3980,2.0,3,8,47.5401,-122.07,0,0
5,2.25,2340,9225,2.0,3,8,47.6369,-122.098,0,0
3,2.5,2160,3000,1.5,3,7,47.5644,-122.289,0,0
3,1.75,1260,1133,2.0,3,7,47.5261,-122.361,0,0
4,4.5,5030,11023,2.0,3,11,47.5722,-122.236,2,0
2,1.0,940,4264,1.0,5,7,47.5314,-122.378,0,0
3,1.0,1430,3455,1.0,3,7,47.6873,-122.336,0,0
3,1.75,2190,6000,1.5,4,7,47.3063,-122.223,0,0
3,2.5,3040,4535,2.0,3,9,47.51,-122.185,0,0
3,1.5,1580,5000,1.0,3,8,47.687,-122.386,0,0
2,1.0,660,5000,1.0,3,6,47.5664,-122.364,0,0
3,1.75,1070,7200,1.0,3,7,47.3129,-122.023,0,0
5,1.75,1550,5225,1.5,4,7,47.554,-122.306,0,0
4,1.75,1600,7400,1.0,3,7,47.7111,-122.309,0,0
5,1.5,2420,43560,1.0,3,8,47.208,-121.963,2,0
4,2.5,2640,6738,2.0,4,8,47.5787,-122.0,0,0
4,2.75,3430,15877,1.0,3,11,47.5364,-121.856,4,0
4,1.75,2010,6300,1.0,5,8,47.6457,-122.412,2,0
3,2.5,2690,8577,2.0,3,9,47.3026,-122.351,0,0
3,3.25,2940,5432,3.0,4,10,47.6299,-122.354,3,0
4,2.5,3020,8302,2.0,4,10,47.363,-122.127,0,0
3,2.0,1270,6760,1.0,5,7,47.7381,-122.179,0,0
4,2.0,1850,7560,1.0,4,7,47.3666,-122.277,0,0
3,1.0,1030,60720,1.5,3,5,47.375,-122.166,0,0
3,2.0,1440,4421,1.0,3,8,47.7188,-122.024,0,0
3,2.0,2210,5000,1.5,3,7,47.6754,-122.357,2,0
4,2.25,1800,8623,1.0,4,8,47.692,-122.184,0,0
2,2.5,1310,1500,2.0,3,8,47.6112,-122.309,0,0
5,5.25,3410,8118,2.0,3,11,47.6295,-122.236,0,0
3,2.0,1820,17600,1.0,5,7,47.4703,-122.112,0,0
3,2.5,2370,4950,2.0,3,8,47.5465,-122.013,0,0
3,1.0,1620,9450,1.5,3,7,47.5136,-122.313,0,0
2,1.75,910,2693,1.0,3,6,47.3493,-122.025,0,0
4,1.5,1600,9289,1.0,4,7,47.3107,-122.212,0,0
5,2.75,3100,9825,2.0,4,8,47.7188,-122.281,2,0
3,1.75,1840,9401,1.0,3,8,47.5847,-122.075,0,0
3,2.0,1450,2400,1.5,3,8,47.6726,-122.381,0,0
4,1.75,2500,92347,1.0,4,8,47.5345,-122.216,0,0
4,2.75,2600,19275,1.0,3,8,47.5523,-122.162,0,0
4,2.5,2542,6120,2.0,3,8,47.3751,-122.188,0,0
3,2.5,2510,5320,2.0,3,8,47.5374,-122.357,0,0
4,3.25,3470,11843,1.0,3,11,47.5513,-122.135,3,0
2,1.0,740,6380,1.0,3,6,47.6929,-122.318,0,0
2,1.0,850,6213,1.0,3,6,47.5282,-122.384,0,0
5,3.5,3790,8200,1.0,3,8,47.4891,-122.19,1,0
4,2.5,3110,11857,2.0,3,11,47.6952,-122.402,4,0
3,2.5,1600,3172,2.0,3,7,47.6868,-122.042,0,0
3,1.0,1900,33888,1.5,4,5,47.2738,-122.271,0,0
3,1.75,2380,5650,1.0,4,8,47.5119,-122.255,2,0
3,2.0,1290,7372,1.0,5,7,47.3658,-122.085,0,0
4,2.5,2590,8483,2.0,3,9,47.738,-122.221,0,0
4,2.5,2398,5988,2.0,3,8,47.452,-122.204,0,0
3,2.5,2290,9142,1.0,3,8,47.691,-122.387,0,0
3,2.0,1050,10072,1.0,3,7,47.7341,-121.976,0,0
3,2.25,1850,4050,2.0,4,7,47.5669,-122.017,0,0
3,1.75,1480,6985,1.5,4,7,47.686,-122.374,0,0
4,1.75,2000,7350,1.0,3,7,47.3428,-122.303,0,0
4,1.5,1840,10080,2.0,3,8,47.5575,-122.279,0,0
3,1.5,1210,10588,1.0,4,7,47.2876,-122.212,0,0
4,2.5,1860,6687,1.0,4,7,47.4046,-122.186,0,0
4,3.0,3470,4750,2.0,3,9,47.5917,-122.386,2,0
2,1.5,1400,5000,1.0,4,7,47.6681,-122.362,0,0
3,1.0,1470,7680,1.0,3,7,47.5276,-122.359,0,0
4,2.5,2070,7476,2.0,3,8,47.3352,-122.189,0,0
5,3.5,2810,2700,2.0,5,9,47.6799,-122.363,0,0
2,1.0,1430,4000,1.0,3,7,47.5233,-122.284,0,0
3,2.5,1780,6771,1.0,3,7,47.5237,-122.353,0,0
4,2.75,1820,5400,1.0,4,7,47.5204,-122.205,0,0
5,3.25,4240,226097,2.0,3,8,47.6472,-122.017,0,0
2,2.5,2830,8630,2.0,3,10,47.6481,-122.081,0,0
3,1.75,1980,3300,1.5,4,7,47.6733,-122.298,0,0
4,2.25,2030,11585,1.0,4,7,47.6561,-122.13,0,0
4,2.5,2430,11870,1.0,5,8,47.7761,-122.285,0,0
4,2.0,1800,4800,1.5,3,7,47.6388,-122.302,0,0
4,2.5,3910,8442,2.0,3,9,47.3766,-122.027,0,0
3,2.0,2500,30056,1.0,5,8,47.4468,-122.337,0,0
4,3.5,3220,5741,2.0,3,9,47.5169,-121.886,0,0
4,2.25,2240,12650,1.0,4,8,47.4777,-122.142,0,0
4,3.25,3120,5000,2.0,3,9,47.69,-122.299,0,0
3,2.5,1390,2815,2.0,3,8,47.566,-122.366,0,0
3,2.25,2290,7350,2.0,3,8,47.429,-122.162,0,0
3,3.25,2210,3600,2.0,3,8,47.7031,-122.279,0,0
2,1.0,1550,38449,1.0,3,6,47.4315,-122.199,0,0
3,2.0,1160,6120,1.0,3,7,47.6853,-122.293,0,0
4,2.0,1590,5400,1.0,3,7,47.637,-122.367,2,0
3,2.5,2430,54059,2.0,3,10,47.4664,-121.992,0,0
2,1.0,1340,7788,1.0,3,7,47.5094,-122.244,2,0
3,2.5,2310,4930,2.0,4,8,47.4512,-122.208,0,0
3,2.25,1630,9145,1.0,3,7,47.5,-122.347,0,0
3,2.5,1610,1356,2.0,3,8,47.5257,-122.361,0,0
3,1.75,1430,11761,1.0,4,8,47.6686,-122.157,0,0
3,2.5,2680,17707,2.0,3,9,47.7031,-122.224,1,0
4,2.5,2560,36601,2.0,4,9,47.5851,-121.992,0,0
3,2.0,1360,6685,1.0,3,7,47.7365,-122.324,0,0
3,2.5,2530,8820,2.0,3,8,47.42,-122.205,0,0
3,1.0,1810,12375,2.0,3,7,47.7427,-122.172,0,0
